option_name,index,option_value,fQ,EC,EJ,alpha,dispersion,gbus_1,gbus_2,gbus_3,chi_in_MHz_1,chi_in_MHz_2,chi_in_MHz_3
connection_pads.bus_02.pad_width_in_um,2,54.0,5.4506154851919,306.12524691088004,13.616300010297985,-355.4078647044373,32.04588088321686,-96.48855061813435,81.44400750343458,41.524988904368044,-2.922157911658587,-19.18589292384879,-2.47540702783247
connection_pads.bus_02.pad_width_in_um,3,51.0,5.451811137367391,306.2687246579216,13.616300010297985,-355.590560731476,32.18251442909241,-96.37163015064975,81.6115344379045,40.22865994514527,-2.920825494802857,-19.368635894030174,-2.332108102773712
connection_pads.bus_02.pad_width_in_um,4,219.0,5.4983927819707,311.88855912691633,13.616300010297985,-362.75815807334055,37.92891322231293,-54.21874194220456,47.424941092733285,80.44172564399028,-0.9990334381559104,-8.156724909021193,-10.86467934200561
connection_pads.bus_02.pad_width_in_um,5,233.0,5.495716475126718,311.56408736589214,13.616300010297985,-362.3437052818961,37.57546532344818,-54.41195272435074,47.01674403491541,84.08929448692483,-1.001649127249316,-7.910556805257277,-11.765366346973387
connection_pads.bus_02.pad_width_in_um,6,175.0,5.50729382092634,312.9691049654203,13.616300010297985,-364.1389029455967,39.12591702270508,-53.57002173465159,48.64707397961447,68.33756567120797,-0.9900145815973795,-8.978214142084651,-8.082640764869701
connection_pads.bus_02.pad_width_in_um,7,187.0,5.50483192452988,312.67002705734797,13.616300010297985,-363.75665048788215,38.79151089286804,-53.7514441518253,48.3229457749265,71.70641725172916,-0.9925972401655975,-8.748325396601247,-8.824455688422463
connection_pads.bus_02.pad_width_in_um,8,224.0,5.497463056447775,311.7758184902787,13.616300010297985,-362.61414411928496,37.805793007850646,-54.28568609937357,47.28450660442937,81.71328341001663,-0.999937099227197,-8.070874655760935,-11.175642292578269
connection_pads.bus_02.pad_width_in_um,9,228.0,5.496715395174846,311.68517236566987,13.616300010297985,-362.4983601521447,37.7070424118042,-54.34160703295992,47.16752950006028,82.7683624736785,-1.0007395092155984,-8.001080260992705,-11.437152517273123
connection_pads.bus_02.pad_width_in_um,10,162.0,5.51002453071111,313.30103128627945,13.616300010297985,-364.56321457711744,39.49984885501861,-53.369123525548524,48.99193355808101,64.62011204334958,-0.9871491676198058,-9.234657070968378,-7.2953705901612045
connection_pads.bus_02.pad_width_in_um,11,214.0,5.4993771336155195,312.00794937266545,13.616300010297985,-362.91067616616346,38.059657974243166,-54.147644767796876,47.56936161263052,79.09956475228235,-0.9980668902789204,-8.247075296380505,-10.540267358312313
connection_pads.bus_02.pad_width_in_um,12,95.0,5.435888823188588,304.3612144654117,13.616300010297985,-353.1628572771678,30.40505424308777,-98.0032450826397,79.27113132921104,58.72015294506973,-2.9426455583625697,-17.03109675270499,-4.725905715709545
connection_pads.bus_02.pad_width_in_um,13,96.0,5.435595159090553,304.32609735307165,13.616300010297985,-353.11818789867425,30.373114107131958,-98.04320138125146,79.21804414054303,59.14019259798462,-2.943631323059842,-16.986584008877266,-4.789374704152482
connection_pads.bus_02.pad_width_in_um,14,90.0,5.437773701233065,304.58666835688337,13.616300010297985,-353.4496583169407,30.610778840065002,-97.81913396085373,79.54076969571597,56.655594759069764,-2.9406555800830656,-17.288615191185446,-4.425375983511721
connection_pads.bus_02.pad_width_in_um,15,133.0,5.421936675053724,302.6953456248612,13.616300010297985,-351.0448254536012,28.920340716362,-99.4016538273817,77.21603095803394,73.88957053930717,-2.9591241935934636,-15.22058077281952,-7.167337734985983
connection_pads.bus_02.pad_width_in_um,16,32.0,5.457261315951039,306.92323230247405,13.616300010297985,-356.4241592144835,32.81196410179138,-95.6758284478116,82.57014575017826,32.08172182514655,-2.904792904463106,-20.321184225108073,-1.509199108334716
connection_pads.bus_02.pad_width_in_um,17,73.0,5.44409266506044,305.34319010428817,13.616300010297985,-354.4122996912849,31.309584615707397,-97.19077050669591,80.44855441646973,49.59357384045605,-2.9332240835131365,-18.183616519578717,-3.4587690564864295
connection_pads.bus_02.pad_width_in_um,18,88.0,5.4384807641424135,304.6712661956719,13.616300010297985,-353.5572850552524,30.688271944999695,-97.74353691965429,79.64829683273373,55.82341556403656,-2.9395130680031993,-17.38904168711405,-4.30583079636265
connection_pads.bus_02.pad_width_in_um,19,44.0,5.454265290744372,306.56334281362206,13.616300010297985,-355.96575626748177,32.46459836959839,-96.12361126811984,81.97795511514497,37.24574604824198,-2.917587531051638,-19.760403276122396,-2.0147705734222536
connection_pads.bus_02.pocket_extent_in_um,0,2.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,1,6.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,2,5.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,3,7.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,4,8.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,5,3.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,6,35.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,7,44.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,8,21.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,9,24.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,10,10.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,11,1.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,12,15.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,13,40.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,14,4.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,15,9.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_extent_in_um,16,22.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,17,53.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,18,12.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_extent_in_um,19,16.0,5.503029568308548,312.4511760636476,13.616300010297985,-363.4769771688925,38.548314629554746,-54.06108848312286,46.97322750571679,89.8915344247216,-1.0010185363280002,-8.19114446877408,-13.782769706497032
connection_pads.bus_02.pocket_rise_in_um,0,6.0,5.454189934814767,306.5542940071754,13.616300010297985,-355.95423170638014,32.45590404510498,-95.92835835797146,82.25225337127948,33.40412735600319,-2.90538572448492,-19.886086006041623,-1.6201980619986203
connection_pads.bus_02.pocket_rise_in_um,1,9.0,5.451474463911276,306.22832008788436,13.616300010297985,-355.5391104618893,32.1439883928299,-96.07315158424028,82.39295644547224,33.41200127237964,-2.9011518008590325,-19.711461033385287,-1.6070066119584436
connection_pads.bus_02.pocket_rise_in_um,2,1.0,5.454260782984551,306.56280151354014,13.616300010297985,-355.96506686597417,32.46407836151123,-95.91663203403958,82.21290080195847,33.499279511086755,-2.9050148097446087,-19.873425710945575,-1.6298098242115389
connection_pads.bus_02.pocket_rise_in_um,3,0.0,5.454249771165485,306.5614791963828,13.616300010297985,-355.96338275951064,32.46280749130249,-95.91751179529857,82.21099240570155,33.512128085374776,-2.905015351043359,-19.87151383944385,-1.6310029880766217
connection_pads.bus_02.pocket_rise_in_um,4,60.0,5.5131715899025995,313.68381701343066,13.616300010297985,-365.0526400096592,39.93475322151184,-52.93088099918574,49.75432865043689,51.35085022781873,-0.9761901683151701,-9.680813019213112,-4.657221638314786
connection_pads.bus_02.pocket_rise_in_um,5,52.0,5.512979282304094,313.6604183887122,13.616300010297985,-365.0227197639563,39.908055203437804,-52.930474686342656,49.76562738053574,51.29515337407497,-0.9758572426784985,-9.675531510051764,-4.644032612016977
connection_pads.bus_02.pocket_rise_in_um,6,5.0,5.454211213972705,306.55684921169325,13.616300010297985,-355.9574860092364,32.458358833312985,-95.9247335888791,82.24063489361302,33.42138148395468,-2.9052680977930954,-19.882380705062218,-1.6219823378770264
connection_pads.bus_02.pocket_rise_in_um,7,4.0,5.454178647458129,306.5529386246345,13.616300010297985,-355.95250549605214,32.45460193061829,-95.93080200588048,82.24971556199938,33.43692746971357,-2.905479671855564,-19.883844423056694,-1.6233229798784252
connection_pads.bus_02.pocket_rise_in_um,8,40.0,5.512425797081501,313.5930798310863,13.616300010297985,-364.93661493326846,39.831304193496706,-52.92749087341282,49.771983726075334,51.23508310669299,-0.9748329974103664,-9.650220484938346,-4.6243007081886205
connection_pads.bus_02.pocket_rise_in_um,9,18.0,5.513041772428717,313.66802163385483,13.616300010297985,-365.0324421280799,39.916728985786435,-52.934586083636425,49.76206264617559,51.27472254489916,-0.976112164142982,-9.677288514327365,-4.6413374558619225
